Date,Temp,MinTemp,MaxTemp,Press,MinPress,MaxPress,Humid,MinHumid,MaxHumid,Dew,MinDew,MaxDew,WindSpd,Gust,WindDir,Rad,Rain
2000-08-02,19.008333333333333,13.3,26.8,889.2458333333334,887.8,891.4,48.0,18.0,68.0,6.7875000000000005,-0.2,10.8,57.02400000000001,7.5,116.75,853.4583333333334,0.0
2000-08-03,20.429166666666667,14.3,27.6,888.8833333333333,887.3,890.8,47.916666666666664,23.0,74.0,8.191666666666666,4.7,11.7,57.02400000000001,7.3,82.125,835.5416666666666,0.0
2000-08-04,21.691666666666666,15.3,28.5,888.3708333333334,886.7,889.8,44.5,23.0,67.0,8.5,4.6,10.6,49.248,6.7,113.0,752.0,0.0
2000-08-05,21.295833333333334,17.5,26.3,888.7875,887.5,891.2,50.166666666666664,36.0,62.0,10.358333333333333,8.6,12.0,68.688,9.4,95.54166666666667,817.625,0.0
2000-08-06,19.808333333333334,14.7,26.1,889.7333333333332,888.2,891.8,55.958333333333336,32.0,77.0,10.258333333333333,7.1,11.8,76.46400000000001,9.3,96.125,660.5,0.0
2000-08-07,20.775000000000002,13.9,27.9,889.3791666666666,887.6,891.5,40.958333333333336,19.0,66.0,5.8875,2.2,9.2,47.952000000000005,11.2,101.66666666666667,877.3333333333334,0.0
2000-08-08,21.304166666666667,13.7,27.8,889.1750000000001,887.4,891.0,33.083333333333336,18.0,56.0,3.6958333333333333,-0.2,6.8,62.208000000000006,8.8,105.91666666666667,872.4166666666666,0.0
2000-08-09,21.412499999999998,14.7,28.6,889.1041666666666,887.8,890.9,36.25,18.0,55.0,5.316666666666666,2.3,8.7,63.504000000000005,7.5,129.54166666666666,732.1666666666666,0.0
2000-08-10,22.5,15.2,29.5,889.975,888.2,892.0,42.75,26.0,68.0,8.520833333333334,5.0,12.2,37.583999999999996,5.5,119.0,689.2083333333334,0.0
2000-08-11,23.84583333333333,17.3,29.4,889.6291666666666,887.4,891.6,44.5,27.0,69.0,10.308333333333334,7.5,13.3,40.176,6.2,162.08333333333334,730.25,0.0
